0.001,0.002,0.003,0.733,0.734,0.735,1
0.001,0.002,0.003,0.997,0.998,0.999,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0.009,0.01,0.123,0.514,0.515,0.611,1
