0.267,0.334,0.401,0.668,0.669,0.781,1
0.406,0.437,0.656,0.657,0.812,0.874,1
0.125,0.126,0.127,0.627,0.628,0.876,1
0.167,0.168,0.169,0.17,0.42,0.67,1
0,0.125,0.126,0.876,0.877,0.878,1
0.286,0.5,0.501,0.502,0.716,0.857,1
0.286,0.287,0.573,0.574,0.715,0.716,1
0.348,0.391,0.695,0.738,0.825,0.868,1
,,,,,,
,,,,,,
,,,,,,
.,,,,,,
